SZA;CTO;AOD
45.658;270.8662;0.0898
45.658;271.1682;0.0883
45.658;271.4714;0.087
45.658;271.778;0.0856
45.658;272.0743;0.0843
45.658;272.3572;0.0831
45.658;272.5848;0.0818
45.658;272.8195;0.0806
45.658;273.0594;0.0795
45.658;273.2875;0.0783
45.658;273.5047;0.077
45.658;273.7492;0.0756
45.658;273.9683;0.0742
45.658;274.1739;0.0729
45.658;274.4133;0.0715
45.658;274.6914;0.0701
45.658;274.9223;0.0685
45.658;275.1049;0.0668
45.658;275.324;0.0649
45.658;275.5718;0.0627
45.658;275.8326;0.0605
45.658;276.0818;0.0583
45.658;276.3254;0.056
45.658;276.4852;0.0538
45.658;276.5606;0.0511
45.658;276.6718;0.0482
45.658;276.7095;0.0451
45.658;276.6216;0.0419
45.658;276.3295;0.0389
45.658;275.9875;0.0377
45.658;276.0849;0.0376
45.658;275.6931;0.0373
45.658;274.3453;0.0359
45.658;272.3874;0.0331
45.658;269.341;0.0307
45.658;267.5276;0.0303
45.658;267.6559;0.0322
45.658;268.5351;0.0356
45.658;268.9931;0.0387
45.658;269.0721;0.0448
45.658;270.215;0.0567
45.658;272.0518;0.0691
45.658;273.3766;0.077
45.658;274.2559;0.0824
45.658;273.9764;0.0884
45.658;273.6523;0.0914
45.658;273.2074;0.0913
45.658;272.7611;0.0909
45.658;272.3183;0.0903
45.658;271.831;0.0896
45.658;271.3483;0.0886
45.658;270.8609;0.0878
45.658;270.3291;0.0871
45.658;269.7826;0.0864
45.658;269.2645;0.0858
45.658;268.7757;0.0856
45.658;268.2772;0.0852
45.658;267.8057;0.0847
45.658;267.3901;0.0839
45.658;266.9512;0.0845
45.658;266.4696;0.0857
45.658;265.9991;0.086
45.658;265.5457;0.0861
45.658;265.1375;0.0866
45.658;264.7653;0.0871
45.658;264.4328;0.0872
45.658;264.092;0.0872
45.658;263.7651;0.0871
45.658;263.5183;0.0871
45.658;263.35;0.0871
45.658;263.1828;0.0872
45.658;263.0501;0.0874
45.658;262.9915;0.0875
45.658;262.9347;0.0876
45.658;262.97;0.0876
45.658;263.021;0.0874
45.658;263.1569;0.0872
45.658;263.3199;0.087
45.658;263.5074;0.087
45.658;263.7616;0.0872
45.658;264.062;0.0875
45.658;264.4328;0.0878
45.658;264.8357;0.0882
45.658;265.2805;0.0887
45.658;265.765;0.0892
45.658;266.2722;0.0899
45.658;266.8254;0.0906
45.658;267.3829;0.0911
45.658;267.9806;0.0916
45.658;268.642;0.0924
45.658;269.3176;0.0932
45.658;270.0214;0.0943
45.658;270.7623;0.0955
45.658;271.5149;0.0969
45.658;272.3008;0.0984
45.658;273.1074;0.1001
45.658;273.9276;0.102
45.658;274.7843;0.1043
45.658;275.6507;0.1066
45.658;276.5174;0.109
45.658;277.3771;0.1115
45.658;278.2636;0.1142
45.658;279.1022;0.1175
45.658;279.9231;0.1208
45.658;280.7247;0.125
45.658;281.5579;0.1297
45.658;282.3983;0.1354
45.658;283.1836;0.142
45.658;283.9689;0.1486
45.658;284.7474;0.1562
45.658;285.5197;0.1636
45.658;286.2344;0.1715
45.658;286.9134;0.1797
45.658;287.5695;0.1879
45.658;288.1615;0.1953
45.658;288.7146;0.2029
45.658;289.1827;0.2108
45.658;289.5669;0.2193
45.658;289.9304;0.2285
45.658;290.1944;0.2381
45.658;290.4198;0.2477
45.658;290.5603;0.2574
45.658;290.6078;0.2667
45.658;290.5849;0.276
45.658;290.4468;0.282
45.658;290.1722;0.2861
45.658;289.5837;0.2874
45.658;288.7283;0.2851
45.658;288.0412;0.2814
45.658;287.668;0.2791
45.658;287.3281;0.2799
45.658;286.9773;0.2826
45.658;286.6607;0.2855
45.658;286.3476;0.2885
45.658;286.0529;0.2945
45.658;285.7815;0.301
45.658;285.4881;0.305
45.658;285.1877;0.3086
45.658;284.901;0.3121
45.658;284.7383;0.2989
45.658;284.5975;0.2802
45.658;284.2612;0.2534
45.658;283.6808;0.2201
45.658;282.9299;0.1897
45.658;282.002;0.1638
45.658;280.8822;0.1426
45.658;279.8632;0.1284
45.658;279.2091;0.1209
45.658;278.7646;0.1152
45.658;278.6057;0.1149
45.658;278.8508;0.1162
45.658;279.2032;0.1194
45.658;279.3825;0.1229
45.658;279.6819;0.1269
45.658;279.7717;0.1313
45.658;279.8539;0.1359
45.658;279.7277;0.139
45.658;279.6348;0.1425
45.658;279.6787;0.147
45.658;279.7962;0.1542
45.658;279.8714;0.1573
45.658;279.871;0.1591
45.658;279.8497;0.1596
45.658;279.7643;0.1555
45.658;279.6146;0.1537
45.658;279.5005;0.1515
45.658;279.4687;0.1502
45.658;279.4356;0.1519
45.658;279.5213;0.1563
45.658;279.6192;0.1539
45.658;279.6706;0.1526
45.658;279.657;0.1701
45.658;279.483;0.2047
45.658;279.384;0.241
45.658;279.4763;0.179
45.658;279.6411;0.1492
45.658;279.8908;0.1385
45.658;279.3034;0.1318
45.658;277.9089;0.1243
45.658;276.4352;0.1187
45.658;275.2715;0.115
45.658;274.6075;0.1166
45.658;274.4106;0.1217
45.658;274.3745;0.1297
45.658;274.6602;0.1369
45.658;274.9601;0.1429
45.658;275.1106;0.1498
45.658;275.1962;0.1578
45.658;275.4134;0.1667
45.658;275.9558;0.1791
45.658;276.6279;0.1899
45.658;277.1512;0.1962
45.658;277.1985;0.1961
45.658;277.0143;0.1913
45.658;276.6258;0.1837
45.658;276.2067;0.1775
45.658;275.636;0.1728
45.658;274.9794;0.1694
45.658;274.6817;0.1664
45.658;274.5356;0.164
45.658;274.301;0.1625
45.658;274.0354;0.1585
45.658;273.8367;0.1533
45.658;273.5842;0.1512
45.658;273.0052;0.1534
45.658;272.6423;0.1549
45.658;272.6831;0.1573
45.658;272.9697;0.1636
45.658;273.3884;0.1735
45.658;273.818;0.1791
45.658;273.795;0.183
45.658;273.3121;0.1851
45.658;272.6963;0.1884
45.658;272.1094;0.1899
45.658;271.683;0.1933
45.658;271.3371;0.1991
45.658;271.2041;0.2089
45.658;271.1711;0.2193
45.658;271.2067;0.2289
45.658;271.3623;0.2386
45.658;271.4912;0.2481
45.658;271.6811;0.256
45.658;271.9813;0.2645
45.658;272.2383;0.2695
45.658;272.3311;0.2687
45.658;272.457;0.2664
45.658;272.4458;0.2676
45.658;272.4553;0.2731
45.658;272.5645;0.2862
45.658;272.6851;0.295
45.658;272.4109;0.295
45.658;271.8784;0.2826
45.658;271.2725;0.2717
45.658;270.6352;0.257
45.658;269.8096;0.2387
45.658;268.8515;0.2239
45.658;268.52;0.2227
45.658;267.844;0.2149
45.658;266.093;0.1767
45.658;263.1581;0.1419
45.658;261.1845;0.1231
45.658;260.6058;0.1208
45.658;260.421;0.1231
45.658;260.3351;0.1267
45.658;260.6922;0.1375
45.658;261.7695;0.1589
45.658;263.1228;0.1798
45.658;264.1796;0.1919
45.658;264.9524;0.202
45.658;265.4719;0.2099
45.658;265.7126;0.217
45.658;265.5177;0.22
45.658;265.3172;0.2235
45.658;265.0754;0.221
45.658;264.5535;0.2073
45.658;264.0515;0.1978
45.658;263.6387;0.189
45.658;262.9843;0.1791
45.658;262.4499;0.175
45.658;262.3671;0.1795
45.658;262.5184;0.1867
45.658;262.319;0.1935
45.658;261.8136;0.1913
45.658;261.556;0.189
45.658;261.0227;0.182
45.658;260.4196;0.1733
45.658;259.8254;0.1648
45.658;259.2255;0.1581
45.658;258.5968;0.152
45.658;257.9273;0.1472
45.658;257.3024;0.1436
45.658;256.6713;0.141
45.658;256.0801;0.1384
45.658;255.4893;0.1357
45.658;254.8967;0.1332
45.658;254.3158;0.1308
45.658;253.7143;0.1286
45.658;253.1673;0.1267
45.658;252.6126;0.1248
45.658;252.1009;0.1232
45.658;251.6047;0.1216
45.658;251.1433;0.1197
45.658;250.6809;0.1181
45.658;250.2204;0.1166
45.658;249.7885;0.1151
45.658;249.4179;0.1138
45.658;249.0759;0.1127
45.658;248.7059;0.1115
45.658;248.3984;0.1106
45.658;248.1233;0.1096
45.658;247.8367;0.109
45.658;247.5957;0.1083
45.658;247.4029;0.1076
45.658;247.2012;0.1071
45.658;247.0271;0.1067
45.658;246.912;0.1063
45.658;246.8221;0.106
45.658;246.7225;0.1058
45.658;246.6552;0.1056
45.658;246.662;0.1054
45.658;246.6714;0.1053
45.658;246.7459;0.1053
45.658;246.8643;0.1051
45.658;246.9745;0.1049
45.658;247.1031;0.1049
45.658;247.2441;0.105
45.658;247.4214;0.1052
45.658;247.6489;0.1053
45.658;247.9101;0.1053
45.658;248.1886;0.1053
45.658;248.4527;0.1052
45.658;248.7444;0.1051
45.658;249.0528;0.1051
45.658;249.368;0.105
45.658;249.7574;0.1051
45.658;250.1518;0.1053
45.658;250.5761;0.1056
45.658;251.0387;0.1059
45.658;251.4988;0.1061
45.658;251.8658;0.106
45.658;252.2496;0.106
46.657;255.5229;0.1097
46.657;256.1027;0.1098
46.657;256.692;0.1098
46.657;257.2838;0.1097
46.657;257.8695;0.1095
46.657;258.4464;0.1094
46.657;259.0444;0.1092
46.657;259.6469;0.1091
46.657;260.27;0.1092
46.657;260.8887;0.1093
46.657;261.5039;0.1092
46.657;262.1328;0.1089
46.657;262.8024;0.1087
46.657;263.4815;0.1084
46.657;264.1389;0.1081
46.657;264.7624;0.1077
46.657;265.376;0.1073
46.657;266.0081;0.107
46.657;266.6134;0.1066
46.657;267.1707;0.1062
46.657;267.678;0.106
46.657;268.2127;0.106
46.657;268.6852;0.1057
46.657;269.0701;0.1054
46.657;269.4833;0.105
46.657;269.8704;0.1046
46.657;270.2238;0.1042
46.657;270.5944;0.1037
46.657;270.9372;0.1031
46.657;271.2562;0.1026
46.657;271.5828;0.102
46.657;271.8572;0.1012
46.657;272.1091;0.1005
46.657;272.3671;0.0995
46.657;272.6294;0.0986
46.657;272.8724;0.0974
46.657;273.1101;0.096
46.657;273.3834;0.0945
46.657;273.6535;0.0929
46.657;273.9105;0.0912
46.657;274.1511;0.0897
46.657;274.4232;0.0884
46.657;274.6967;0.087
46.657;274.9571;0.0855
46.657;275.2312;0.0842
46.657;275.4851;0.0829
46.657;275.7039;0.0816
46.657;275.9451;0.0806
46.657;276.1901;0.0795
46.657;276.4062;0.0783
46.657;276.6624;0.077
46.657;276.93;0.0757
46.657;277.1763;0.0743
46.657;277.4172;0.0728
46.657;277.6931;0.0712
46.657;277.9514;0.0695
46.657;278.2016;0.0677
46.657;278.4506;0.0657
46.657;278.7193;0.0634
46.657;279.044;0.0612
46.657;279.3452;0.0587
46.657;279.6095;0.0562
46.657;279.8044;0.0537
46.657;279.9349;0.0507
46.657;280.0808;0.0473
46.657;279.9734;0.0437
46.657;279.5604;0.0401
46.657;279.1593;0.0374
46.657;279.1582;0.0368
46.657;279.3861;0.0363
46.657;278.6626;0.0351
46.657;276.4729;0.0326
46.657;273.3678;0.0296
46.657;271.7454;0.0286
46.657;271.3097;0.0296
46.657;272.1462;0.0327
46.657;273.3818;0.0364
46.657;274.0359;0.0411
46.657;274.5978;0.0489
46.657;275.8238;0.0592
46.657;277.0924;0.0666
46.657;277.7828;0.0722
46.657;278.3289;0.0774
46.657;278.0603;0.0838
46.657;277.7722;0.0873
46.657;277.363;0.0877
46.657;276.9104;0.0879
46.657;276.4327;0.0876
46.657;275.9013;0.0872
46.657;275.3723;0.0864
46.657;274.825;0.0857
46.657;274.2231;0.085
46.657;273.6338;0.0844
46.657;273.0739;0.0836
46.657;272.5267;0.0831
46.657;271.9783;0.0825
46.657;271.4862;0.0818
46.657;270.9984;0.0816
46.657;270.4726;0.085
46.657;269.9345;0.0876
46.657;269.4306;0.0866
46.657;268.9172;0.0849
46.657;268.4388;0.0845
46.657;267.9923;0.085
46.657;267.5643;0.0854
46.657;267.1496;0.0856
46.657;266.752;0.0857
46.657;266.4502;0.0857
46.657;266.2247;0.0856
46.657;265.9837;0.0856
46.657;265.7957;0.0858
46.657;265.6881;0.086
46.657;265.5593;0.0863
46.657;265.5466;0.0864
46.657;265.5704;0.0865
46.657;265.6284;0.0864
46.657;265.739;0.0863
46.657;265.884;0.0863
46.657;266.0953;0.0864
46.657;266.3476;0.0865
46.657;266.6805;0.0866
46.657;267.0686;0.0868
46.657;267.4878;0.0871
46.657;267.9433;0.0876
46.657;268.4425;0.0882
46.657;268.9818;0.0889
46.657;269.515;0.0895
46.657;270.1083;0.09
46.657;270.7596;0.0907
46.657;271.4255;0.0915
46.657;272.1336;0.0924
46.657;272.8789;0.0933
46.657;273.6271;0.0943
46.657;274.4153;0.0957
46.657;275.2344;0.097
46.657;276.0949;0.0986
46.657;276.9523;0.1005
46.657;277.8417;0.1026
46.657;278.7366;0.1046
46.657;279.5979;0.1067
46.657;280.4903;0.1089
46.657;281.3696;0.1116
46.657;282.2223;0.1143
46.657;283.0469;0.1178
46.657;283.9083;0.1218
46.657;284.7721;0.1267
46.657;285.6107;0.1326
46.657;286.4362;0.1388
46.657;287.2631;0.1456
46.657;288.1057;0.1519
46.657;288.8858;0.1589
46.657;289.6344;0.1664
46.657;290.3697;0.1739
46.657;291.0247;0.1808
46.657;291.6119;0.1877
46.657;292.1427;0.1947
46.657;292.6083;0.2022
46.657;293.0464;0.2103
46.657;293.3692;0.2187
46.657;293.6667;0.2269
46.657;293.8967;0.235
46.657;294.0289;0.243
46.657;294.0843;0.2513
46.657;294.0404;0.2586
46.657;293.9031;0.2656
46.657;293.6086;0.2698
46.657;293.0565;0.2707
46.657;292.3263;0.2694
46.657;291.7498;0.2656
46.657;291.1868;0.2599
46.657;290.7528;0.2577
46.657;290.5056;0.2598
46.657;290.2468;0.2629
46.657;289.9899;0.2686
46.657;289.7612;0.2739
46.657;289.5412;0.2767
46.657;289.3286;0.2802
46.657;289.1569;0.2855
46.657;289.0931;0.2797
46.657;289.0354;0.2719
46.657;288.7852;0.2563
46.657;288.3399;0.2341
46.657;287.7619;0.2133
46.657;287.1199;0.1857
46.657;286.4283;0.1609
46.657;285.8113;0.1433
46.657;285.4042;0.1343
46.657;285.1075;0.1267
46.657;284.937;0.1239
46.657;285.0259;0.1221
46.657;285.102;0.1222
46.657;284.9963;0.1236
46.657;284.9707;0.1259
46.657;284.9993;0.127
46.657;285.0072;0.1281
46.657;284.8543;0.1291
46.657;284.6664;0.1314
46.657;284.7336;0.1355
46.657;285.1258;0.1448
46.657;285.4454;0.1523
46.657;285.5541;0.1586
46.657;285.6013;0.1616
46.657;285.5449;0.1572
46.657;285.2867;0.1566
46.657;285.1044;0.1549
46.657;284.9835;0.1537
46.657;284.8821;0.1552
46.657;284.8566;0.1604
46.657;284.8535;0.1556
46.657;284.8113;0.1513
46.657;284.7714;0.1542
46.657;284.5649;0.1617
46.657;284.343;0.1722
46.657;284.5165;0.1435
46.657;284.8508;0.1322
46.657;284.6664;0.1256
46.657;283.3791;0.1179
46.657;281.7975;0.1111
46.657;280.6104;0.1085
46.657;279.7529;0.1082
46.657;279.3477;0.1112
46.657;279.4304;0.1176
46.657;279.6728;0.1269
46.657;280.1435;0.1353
46.657;280.3361;0.1428
46.657;280.3151;0.1504
46.657;280.3163;0.1591
46.657;280.5591;0.1694
46.657;281.0846;0.1829
46.657;281.7041;0.193
46.657;282.0808;0.1967
46.657;281.7704;0.19
46.657;280.9498;0.1775
46.657;280.1681;0.166
46.657;279.535;0.1592
46.657;279.1926;0.1563
46.657;278.6415;0.1536
46.657;277.932;0.149
46.657;277.3714;0.1465
46.657;276.9167;0.1446
46.657;276.1933;0.1391
46.657;275.4221;0.1334
46.657;274.9821;0.1323
46.657;274.7932;0.1361
46.657;274.6252;0.1371
46.657;274.6946;0.1394
46.657;275.2836;0.1483
46.657;276.4687;0.1654
46.657;277.1818;0.1746
46.657;277.4053;0.1794
46.657;277.1759;0.1808
46.657;276.763;0.1837
46.657;276.2543;0.1862
46.657;275.8754;0.1909
46.657;275.6132;0.1967
46.657;275.5178;0.2084
46.657;275.5527;0.223
46.657;275.6377;0.2338
46.657;275.8352;0.2424
46.657;275.9162;0.248
46.657;275.9763;0.2512
46.657;276.0318;0.2544
46.657;276.0294;0.2542
46.657;276.0113;0.2531
46.657;275.9918;0.2541
46.657;275.3505;0.2454
46.657;274.3151;0.2338
46.657;273.6598;0.244
46.657;272.7683;0.2595
46.657;272.4267;0.2731
46.657;272.3676;0.2727
46.657;272.6013;0.2692
46.657;273.5465;0.2723
46.657;273.7185;0.2675
46.657;273.7062;0.2445
46.657;273.3473;0.2393
46.657;271.832;0.219
46.657;269.7346;0.1771
46.657;267.0325;0.1363
46.657;264.8964;0.1116
46.657;264.4288;0.1094
46.657;264.5381;0.1186
46.657;264.6575;0.1268
46.657;264.7886;0.1424
46.657;265.1712;0.1726
46.657;266.3709;0.1966
46.657;267.8258;0.2093
46.657;268.668;0.2176
46.657;269.5493;0.2264
46.657;270.0488;0.2355
46.657;270.1418;0.2416
46.657;270.3179;0.2481
46.657;270.3072;0.2519
46.657;269.6714;0.2334
46.657;269.0478;0.2222
46.657;268.4602;0.211
46.657;267.7323;0.1961
46.657;267.0737;0.1834
46.657;266.5993;0.1797
46.657;266.5237;0.1828
46.657;266.742;0.1884
46.657;266.6852;0.1919
46.657;266.2512;0.1899
46.657;265.6263;0.1839
46.657;265.0026;0.1768
46.657;264.3595;0.1683
46.657;263.659;0.1609
46.657;262.9876;0.1542
46.657;262.3074;0.1489
46.657;261.6366;0.145
46.657;260.9612;0.1423
46.657;260.3335;0.1395
46.657;259.6831;0.1367
46.657;259.0203;0.134
46.657;258.3845;0.1315
46.657;257.7699;0.1291
46.657;257.1493;0.127
46.657;256.5549;0.1251
46.657;255.9932;0.1233
46.657;255.4019;0.1215
46.657;254.8799;0.1199
46.657;254.3975;0.1184
46.657;253.89;0.117
46.657;253.3989;0.1159
46.657;252.9875;0.1148
46.657;252.5839;0.1138
46.657;252.1707;0.1128
46.657;251.8;0.112
46.657;251.468;0.1112
46.657;251.1519;0.1106
46.657;250.8568;0.1101
46.657;250.597;0.1095
46.657;250.3464;0.1091
46.657;250.1218;0.1087
46.657;249.9345;0.1084
46.657;249.8024;0.1082
46.657;249.6724;0.1081
46.657;249.5732;0.108
46.657;249.5431;0.108
46.657;249.5112;0.108
46.657;249.5514;0.108
46.657;249.6449;0.108
46.657;249.7336;0.1078
46.657;249.8443;0.1078
46.657;249.9748;0.108
46.657;250.125;0.1082
46.657;250.3133;0.1083
46.657;250.5417;0.1084
46.657;250.8087;0.1084
46.657;251.0834;0.1084
46.657;251.3976;0.1084
46.657;251.7163;0.1084
46.657;252.027;0.1085
46.657;252.4191;0.1086
46.657;252.8398;0.1089
46.657;253.2874;0.1091
46.657;253.7455;0.1095
46.657;254.2196;0.1097
46.657;254.6158;0.1097
46.657;255.0277;0.1097
47.655;259.1155;0.1141
47.655;259.7308;0.1141
47.655;260.3419;0.1142
47.655;260.9491;0.1143
47.655;261.5677;0.1141
47.655;262.2062;0.114
47.655;262.8548;0.1137
47.655;263.4896;0.1134
47.655;264.1328;0.1133
47.655;264.7815;0.1133
47.655;265.4265;0.1132
47.655;266.0971;0.1131
47.655;266.8061;0.1128
47.655;267.5186;0.1125
47.655;268.1972;0.1122
47.655;268.8475;0.1119
47.655;269.5276;0.1114
47.655;270.191;0.111
47.655;270.8118;0.1106
47.655;271.3919;0.1102
47.655;271.9563;0.1098
47.655;272.4911;0.1095
47.655;272.9688;0.109
47.655;273.3628;0.1085
47.655;273.8028;0.1082
47.655;274.1338;0.1077
47.655;274.5139;0.1073
47.655;274.8517;0.1066
47.655;275.1514;0.1059
47.655;275.4668;0.1054
47.655;275.6961;0.1048
47.655;275.959;0.1041
47.655;276.177;0.1031
47.655;276.3655;0.1022
47.655;276.5584;0.1012
47.655;276.7585;0.1
47.655;276.9653;0.0986
47.655;277.2018;0.097
47.655;277.4178;0.0953
47.655;277.5972;0.0936
47.655;277.8191;0.092
47.655;278.0054;0.0905
47.655;278.227;0.089
47.655;278.4428;0.0875
47.655;278.6634;0.086
47.655;278.9513;0.0846
47.655;279.1329;0.0833
47.655;279.3362;0.0821
47.655;279.5822;0.081
47.655;279.8066;0.08
47.655;280.0324;0.0786
47.655;280.3227;0.0773
47.655;280.6122;0.0758
47.655;280.8532;0.0742
47.655;281.1059;0.0725
47.655;281.4077;0.0707
47.655;281.7087;0.0687
47.655;281.9789;0.0667
47.655;282.2757;0.0643
47.655;282.6554;0.0619
47.655;282.991;0.0593
47.655;283.2719;0.0567
47.655;283.5437;0.054
47.655;283.7523;0.0505
47.655;283.8942;0.0467
47.655;283.6389;0.0428
47.655;283.1304;0.0393
47.655;283.0215;0.0372
47.655;283.0123;0.0361
47.655;282.896;0.035
47.655;281.6351;0.033
47.655;279.0611;0.0299
47.655;276.2618;0.0276
47.655;275.8897;0.028
47.655;276.8104;0.0302
47.655;277.6898;0.0332
47.655;278.3155;0.0365
47.655;278.8939;0.0427
47.655;280.1239;0.0509
47.655;281.3889;0.0587
47.655;282.1724;0.0635
47.655;282.5624;0.068
47.655;282.9719;0.0728
47.655;282.7846;0.0789
47.655;282.4826;0.0824
47.655;282.0259;0.0832
47.655;281.553;0.0836
47.655;281.0784;0.0836
47.655;280.5482;0.0835
47.655;279.9937;0.0831
47.655;279.3981;0.0826
47.655;278.7544;0.0821
47.655;278.1344;0.0815
47.655;277.5226;0.0804
47.655;276.9181;0.0795
47.655;276.3466;0.0788
47.655;275.7867;0.0779
47.655;275.1784;0.078
47.655;274.5675;0.0812
47.655;274.0041;0.0833
47.655;273.4617;0.0824
47.655;272.8962;0.0818
47.655;272.3627;0.0823
47.655;271.8565;0.083
47.655;271.3431;0.0837
47.655;270.8543;0.0841
47.655;270.4227;0.0843
47.655;270.0433;0.0845
47.655;269.7093;0.0845
47.655;269.3821;0.0846
47.655;269.1499;0.0847
47.655;268.9437;0.0849
47.655;268.7251;0.0853
47.655;268.6758;0.0855
47.655;268.6787;0.0857
47.655;268.6515;0.0859
47.655;268.7341;0.086
47.655;268.8235;0.086
47.655;268.9843;0.0861
47.655;269.2178;0.0862
47.655;269.4767;0.0863
47.655;269.8545;0.0866
47.655;270.2489;0.0869
47.655;270.6528;0.0871
47.655;271.0991;0.0874
47.655;271.6167;0.0879
47.655;272.1484;0.0885
47.655;272.7338;0.0892
47.655;273.363;0.0899
47.655;274.0031;0.0906
47.655;274.7225;0.0913
47.655;275.4087;0.0921
47.655;276.142;0.093
47.655;276.9339;0.0941
47.655;277.7219;0.0953
47.655;278.5998;0.0966
47.655;279.4333;0.0982
47.655;280.3182;0.1001
47.655;281.2318;0.1018
47.655;282.1163;0.1036
47.655;282.9829;0.1053
47.655;283.8849;0.1072
47.655;284.78;0.1092
47.655;285.628;0.112
47.655;286.483;0.1154
47.655;287.3695;0.1196
47.655;288.2435;0.1248
47.655;289.09;0.1303
47.655;289.9331;0.1364
47.655;290.8046;0.1419
47.655;291.6322;0.1482
47.655;292.424;0.1551
47.655;293.1987;0.1621
47.655;293.8882;0.1683
47.655;294.5101;0.1747
47.655;295.0722;0.181
47.655;295.5849;0.1876
47.655;296.0732;0.1948
47.655;296.4575;0.2022
47.655;296.8203;0.2091
47.655;297.1016;0.2157
47.655;297.2788;0.2219
47.655;297.3932;0.2283
47.655;297.4367;0.2355
47.655;297.4332;0.2439
47.655;297.3553;0.2503
47.655;297.0964;0.2533
47.655;296.6216;0.2531
47.655;295.7807;0.2485
47.655;295.0234;0.2388
47.655;294.5172;0.2309
47.655;294.2871;0.2287
47.655;294.0914;0.229
47.655;293.8978;0.2332
47.655;293.6823;0.237
47.655;293.5251;0.2374
47.655;293.4355;0.2381
47.655;293.4091;0.2409
47.655;293.377;0.2368
47.655;293.298;0.2311
47.655;293.0556;0.2171
47.655;292.7148;0.1969
47.655;292.3699;0.1784
47.655;292.0208;0.1643
47.655;291.6931;0.1525
47.655;291.4444;0.1427
47.655;291.3126;0.1367
47.655;291.1149;0.1306
47.655;290.8855;0.1267
47.655;290.7175;0.1233
47.655;290.5997;0.1215
47.655;290.5412;0.1214
47.655;290.5488;0.1224
47.655;290.5375;0.1222
47.655;290.4846;0.1225
47.655;290.3543;0.1241
47.655;290.2682;0.1272
47.655;290.4215;0.1322
47.655;290.8574;0.1417
47.655;291.2424;0.1491
47.655;291.5204;0.1563
47.655;291.7101;0.1614
47.655;291.7624;0.1577
47.655;291.4978;0.1562
47.655;291.3728;0.1551
47.655;291.2288;0.1546
47.655;291.2185;0.157
47.655;291.1334;0.1652
47.655;291.0818;0.1584
47.655;291.0953;0.1532
47.655;290.9168;0.1495
47.655;290.4453;0.1412
47.655;290.0489;0.1348
47.655;290.0892;0.124
47.655;290.2075;0.1186
47.655;289.5469;0.1121
47.655;288.0082;0.1053
47.655;286.5925;0.1012
47.655;286.1393;0.1025
47.655;285.768;0.1053
47.655;285.6187;0.1093
47.655;285.5695;0.1155
47.655;285.8051;0.1241
47.655;286.2491;0.1326
47.655;286.3976;0.1414
47.655;286.5129;0.1501
47.655;286.5467;0.16
47.655;286.7753;0.1723
47.655;287.3397;0.1863
47.655;287.5667;0.193
47.655;287.2823;0.1887
47.655;286.1957;0.1702
47.655;284.7658;0.15
47.655;283.2191;0.1366
47.655;282.3875;0.1298
47.655;282.2319;0.1285
47.655;282.1026;0.1282
47.655;281.8347;0.1282
47.655;281.4042;0.1277
47.655;280.7387;0.1249
47.655;279.7165;0.1207
47.655;279.0668;0.1194
47.655;279.0316;0.124
47.655;279.0658;0.1295
47.655;278.7494;0.1297
47.655;278.2874;0.1264
47.655;278.7773;0.1331
47.655;280.5934;0.1508
47.655;281.5498;0.1653
47.655;281.9983;0.1733
47.655;281.9596;0.1764
47.655;281.665;0.1795
47.655;281.2815;0.1828
47.655;280.952;0.1882
47.655;280.6775;0.1951
47.655;280.4997;0.2058
47.655;280.4219;0.2222
47.655;280.3322;0.2346
47.655;280.2776;0.2408
47.655;280.0827;0.2392
47.655;279.8353;0.2354
47.655;279.2725;0.2238
47.655;278.1669;0.2045
47.655;276.7898;0.1851
47.655;275.0446;0.1706
47.655;272.8857;0.136
47.655;270.6542;0.1113
47.655;268.7855;0.1051
47.655;268.304;0.1124
47.655;268.3915;0.1214
47.655;268.806;0.13
47.655;269.5916;0.1426
47.655;271.5077;0.1831
47.655;273.5922;0.2546
47.655;276.2095;0.2589
47.655;276.5426;0.233
47.655;274.0241;0.1866
47.655;271.8583;0.1501
47.655;269.7358;0.1185
47.655;267.8358;0.0955
47.655;267.6397;0.0927
47.655;268.634;0.1097
47.655;269.5901;0.1365
47.655;270.7077;0.1694
47.655;272.1754;0.2197
47.655;273.414;0.2407
47.655;274.2565;0.2407
47.655;274.8243;0.2413
47.655;275.5025;0.2456
47.655;275.9128;0.2537
47.655;276.1107;0.2598
47.655;276.3751;0.2702
47.655;276.4703;0.2742
47.655;275.9895;0.2557
47.655;275.4944;0.2409
47.655;274.8728;0.2297
47.655;274.1293;0.2156
47.655;273.1924;0.1985
47.655;272.3691;0.1862
47.655;271.9157;0.1845
47.655;272.1069;0.1872
47.655;272.3368;0.1901
47.655;272.0669;0.1899
47.655;271.4104;0.1849
47.655;270.6967;0.1785
47.655;269.9841;0.1702
47.655;269.235;0.1628
47.655;268.5226;0.1559
47.655;267.7894;0.1504
47.655;267.0247;0.146
47.655;266.3328;0.143
47.655;265.5727;0.14
47.655;264.8589;0.1368
47.655;264.1403;0.1341
47.655;263.3839;0.1316
47.655;262.7529;0.1293
47.655;262.0348;0.1272
47.655;261.3659;0.1252
47.655;260.7492;0.1234
47.655;260.1043;0.1216
47.655;259.4609;0.12
47.655;258.9177;0.1186
47.655;258.3556;0.1173
47.655;257.7872;0.1164
47.655;257.2923;0.1156
47.655;256.8631;0.115
47.655;256.417;0.1144
47.655;255.9716;0.1137
47.655;255.5639;0.1132
47.655;255.1973;0.1127
47.655;254.8498;0.1123
47.655;254.5078;0.1119
